Balance,BonusMiles,BonusTrans,DaysSinceEnroll,FlightMiles,FlightTrans
58382,11327,32,2480,4800,23
75413,31726,18,6094,0,0
11289,1500,5,4492,0,0
139423,54152,25,2677,500,3
16200,160,1,7043,0,0
7847,0,0,284,0,0
644881,14350,28,2511,10850,26
26513,7670,14,2678,0,0
18522,4100,8,3256,600,5
36146,4091,10,1975,3091,9
319241,71867,36,4692,0,0
51324,20533,14,4408,0,0
70391,6000,4,6150,0,0
13350,3850,24,1071,0,0
19892,3505,13,1240,0,0
38077,34024,8,6837,0,0
35196,0,0,2922,0,0
80174,500,1,5804,0,0
28312,1726,13,2335,0,0
289351,147787,35,5789,500,1
144697,2000,1,4420,0,0
34616,1750,4,7850,500,1
115154,13466,17,2440,500,1
59791,3254,7,4602,0,0
37202,15000,4,4511,0,0
31489,21950,21,2216,0,0
7239,15835,15,5343,0,0
108137,6368,5,6844,6368,5
27438,2528,6,2490,2528,6
70380,74399,12,6050,0,0
61545,18351,18,1973,0,0
91736,26724,14,5994,0,0
24266,2375,12,4111,0,0
132335,30273,14,3974,0,0
52440,500,1,4026,0,0
22865,1750,7,2375,0,0
37520,19924,6,1432,0,0
85884,7742,9,4692,0,0
162365,65029,15,1948,0,0
20308,19526,13,3797,0,0
24011,20442,9,6123,0,0
13004,13890,39,1572,0,0
41628,16771,12,1818,0,0
33398,14086,15,2223,0,0
13878,0,0,4317,0,0
136161,6032,15,6463,0,0
20457,51399,16,7193,0,0
53790,28717,19,8296,0,0
6584,0,0,5118,0,0
56213,3207,14,3900,350,1
29518,2702,12,2532,0,0
33245,31390,17,1628,0,0
59967,10000,4,959,0,0
45742,7625,23,2712,250,1
115161,9050,18,2417,3050,15
862,0,0,8,0,0
529886,23866,26,8296,7741,15
3831,2,4,2013,0,0
33964,300,3,5128,0,0
109133,21378,16,2989,0,0
107333,4374,5,5063,1874,4
5000,5000,1,1537,0,0
22080,12200,47,7050,1950,9
65573,3875,23,7130,0,0
5250,1875,8,1418,0,0
28143,174,1,7000,0,0
61286,1500,5,4755,0,0
17215,1750,7,1423,0,0
25835,15153,15,6142,0,0
38348,0,0,6861,0,0
97768,26734,13,3119,0,0
54522,21221,45,6125,2500,5
410795,73679,31,7514,0,0
71507,3750,6,2934,0,0
626,626,1,3393,0,0
70464,4000,4,4889,1000,2
42990,5345,3,5804,0,0
11303,0,0,119,0,0
45149,21292,10,2949,0,0
11711,500,1,1922,500,1
39946,16951,14,5282,0,0
83508,11268,13,5069,2176,2
54396,34007,16,2283,0,0
31007,5700,6,5465,1200,4
16843,780,3,2112,0,0
120345,38323,17,3544,650,2
204693,5159,5,1672,0,0
16442,0,0,1962,0,0
73102,18156,20,2272,0,0
44026,12282,18,5738,634,1
160114,71954,86,1373,30817,53
5103,5103,2,2697,0,0
93191,10463,17,1539,3100,7
8232,0,0,258,0,0
176262,12678,8,4862,150,1
79211,36776,14,7260,0,0
36300,450,2,3329,350,1
27381,18009,18,7524,0,0
22647,1136,9,883,0,0
4148,13504,18,4607,0,0
68192,1300,9,1640,1300,9
22116,20809,14,5463,0,0
24051,8764,13,7395,0,0
34781,11270,12,2859,0,0
211595,3250,8,7521,0,0
6850,2225,11,1719,0,0
35945,0,0,7220,0,0
182291,24155,22,8289,0,0
88404,37304,29,1628,500,1
13942,5822,12,1458,0,0
11031,1600,5,5762,0,0
80906,23548,15,2140,0,0
259529,700,3,2210,200,2
16664,0,0,5778,0,0
25205,0,0,2532,0,0
27243,6785,12,4606,0,0
61479,6050,4,1755,50,1
122488,2800,17,1718,1300,16
46207,16093,32,1130,0,0
77285,63841,32,6417,0,0
42342,11408,23,4331,11408,23
123842,24295,14,2500,0,0
168897,37451,24,5189,400,2
11789,28756,20,4775,900,2
33951,12279,14,1963,0,0
34049,2030,8,3306,0,0
44668,872,2,1557,0,0
54942,4200,10,2610,4200,10
35650,23130,34,1640,0,0
3305,31465,24,6633,1700,10
10978,14313,11,6193,0,0
106757,51234,13,2013,0,0
168886,66859,21,3285,200,1
140544,1021,3,3342,500,1
16501,0,0,360,0,0
23184,3694,12,7467,1150,3
8207,1750,7,6184,0,0
15917,105449,25,5653,200,2
975,350,3,4519,0,0
129887,26810,10,2566,810,3
71502,9482,13,1699,0,0
37335,19507,17,3202,0,0
80223,21248,26,8121,2050,7
72173,2954,13,7509,232,1
60867,41345,18,3454,0,0
57642,52176,15,1564,0,0
15436,6147,13,2138,0,0
89945,14218,16,5680,350,1
22551,0,0,1794,0,0
29342,5835,4,5153,0,0
75526,46421,14,3712,0,0
34562,1770,9,5622,250,3
22496,9712,14,3180,500,1
30592,2602,7,6512,0,0
89835,9058,11,5080,0,0
3967,375,3,1337,0,0
3000,1000,1,270,0,0
8723,77923,15,5231,0,0
5824,0,0,5401,0,0
134937,500,1,4427,0,0
40091,7278,10,6959,0,0
1666,980,3,2761,0,0
20818,15214,4,5036,0,0
57432,13422,19,2546,5100,12
48131,60090,18,2161,0,0
70671,0,0,5850,0,0
41370,51335,9,4842,0,0
7216,21419,18,6470,0,0
30062,7373,10,3057,4373,8
443003,1753,43,6948,3850,12
37571,7197,15,5762,0,0
26412,5086,2,6552,0,0
449205,4750,9,3071,3250,8
33972,21029,29,1467,0,0
2625,1375,4,850,0,0
142989,26210,14,2340,500,1
147090,35511,31,2927,1800,16
233449,21274,18,3419,0,0
137134,92740,20,5170,0,0
110480,44191,22,2539,500,1
39654,1625,6,5518,0,0
40724,29481,14,4007,0,0
2686,7500,4,301,500,1
55639,2750,15,4299,0,0
74331,15779,14,1514,0,0
245731,34322,35,4385,0,0
187999,52429,49,2184,4550,24
35766,49702,20,3503,784,1
134346,100210,18,4485,0,0
36398,9704,22,1858,0,0
20503,520,3,3445,0,0
56289,24051,15,1628,0,0
37211,23007,18,1817,0,0
5745,400,4,1067,400,4
5432,1000,2,2535,1000,2
18046,162,4,5416,0,0
88702,9620,13,7406,50,1
153554,11786,6,5784,1750,4
101057,13650,11,3600,2150,9
30868,405,3,4226,0,0
25512,0,0,5393,0,0
22885,1060,2,1541,0,0
31484,3125,11,4117,0,0
16796,2875,16,6773,0,0
5600,125,1,8228,0,0
22291,3812,11,1675,578,2
11525,0,0,3008,0,0
9483,1000,1,6340,0,0
26745,17547,9,3664,0,0
205292,5471,13,8296,0,0
31224,1150,7,1508,650,6
25963,8183,25,4244,0,0
17645,60978,20,5660,0,0
2477,2319,6,2137,500,1
26522,18479,13,4358,0,0
33530,0,0,1777,0,0
51752,25962,20,4631,0,0
12964,450,3,943,350,2
29253,7625,5,1630,0,0
66860,12667,20,4155,980,5
89527,22206,14,5821,0,0
8561,2050,8,6675,1300,2
32774,0,0,6304,0,0
59486,3517,4,2315,0,0
117120,41278,17,6288,500,1
195563,16715,13,6042,0,0
139298,0,0,4965,0,0
53027,0,0,4585,0,0
66466,86952,22,1956,0,0
25168,500,1,5547,500,1
24683,600,2,2117,0,0
103615,13668,15,2896,1300,11
121992,3200,4,4257,600,2
52195,35847,13,4476,0,0
34790,0,0,2272,0,0
45586,37459,15,7246,0,0
190429,27500,11,4974,1500,3
95109,26149,8,4593,0,0
2827,0,0,1375,0,0
169794,22824,19,3119,767,2
29263,15184,13,5279,0,0
17534,0,0,1656,0,0
23432,1162,10,4510,0,0
57477,2607,4,3038,0,0
56258,38591,23,4197,500,1
3507,14500,7,5643,0,0
38042,7658,17,2606,0,0
35026,9799,27,6247,500,1
35304,30532,13,3131,0,0
13232,8668,16,3753,0,0
2784,0,0,2066,0,0
10062,2000,9,2242,0,0
5074,500,1,4730,0,0
81552,7703,8,3855,0,0
33604,13619,16,2633,0,0
14233,160,3,1687,0,0
9338,200,1,2371,200,1
60936,56381,17,5051,0,0
40835,50602,39,4090,2250,10
61172,6875,10,4609,0,0
6356,5000,1,180,0,0
19591,4437,8,1772,0,0
38964,35166,26,5553,3200,8
24698,1329,5,4267,500,1
133002,15672,21,7117,150,1
7515,13681,18,2552,0,0
18750,7000,44,1036,0,0
37693,30546,7,4671,0,0
205523,32404,20,7159,1000,2
84516,22713,15,4063,0,0
32010,12315,6,6421,650,2
207395,55903,17,4761,500,1
20318,6990,13,1956,0,0
65823,28208,19,6373,300,3
74538,18835,21,2726,0,0
11974,4025,12,1565,2400,6
10747,990,4,2697,500,1
31011,0,0,1130,0,0
29919,1225,3,2949,0,0
12646,631,4,7787,631,4
109248,6828,11,6618,0,0
115591,9500,20,4967,2500,16
155962,16510,16,6406,50,1
22639,1840,4,5168,0,0
94938,12999,21,4310,0,0
32934,500,1,858,0,0
120700,55323,17,7598,1500,1
112013,24943,14,5734,0,0
179559,17819,12,7173,1000,2
394999,4150,5,3599,150,3
766419,11398,3,7162,398,1
427357,6027,12,5587,0,0
3578,0,0,5114,0,0
77382,4950,13,2256,0,0
24920,375,3,2067,0,0
9071,1647,9,5225,0,0
16063,2330,9,1447,0,0
210350,56754,14,5302,0,0
40994,26916,15,5078,500,1
1300,454,11,3691,0,0
3441,1643,6,4484,0,0
37773,8436,15,6179,0,0
29929,18032,17,3344,150,1
95656,62666,27,7019,0,0
15098,32917,26,6737,550,3
65633,3100,10,1791,2000,8
4787,3125,8,4734,500,1
39862,14152,18,2727,350,2
18707,100,1,6693,0,0
8557,200622,5,1955,622,3
79903,6600,13,3162,3300,9
124681,23392,39,2173,2287,5
19821,2525,3,1731,425,1
60168,44133,16,4313,0,0
32898,1000,1,3777,0,0
65784,10953,50,3169,0,0
16321,0,0,2710,0,0
83572,101110,27,5231,1700,5
70659,9178,8,1622,0,0
297127,27415,16,4631,0,0
221432,31975,21,5275,0,0
11864,2500,13,1397,0,0
41153,28686,15,4404,0,0
34103,34630,16,3115,0,0
154664,73881,33,5769,0,0
86069,35282,21,4972,0,0
50193,12263,3,3596,0,0
130761,52423,15,4674,0,0
12426,0,0,2238,0,0
40645,18348,13,8067,0,0
138411,53843,14,6247,0,0
40189,0,0,5952,0,0
138020,16449,17,3637,500,1
4360,2000,9,1355,0,0
23578,16366,17,1830,500,1
49874,39976,13,4293,0,0
56693,20454,11,3893,0,0
79629,2550,2,6091,50,1
12981,0,0,4246,0,0
333500,69780,23,6171,1258,4
17995,0,0,4994,0,0
229397,22873,13,8289,0,0
7922,0,0,4491,0,0
29174,100,1,1087,0,0
34540,27882,13,6494,0,0
1224,0,0,269,0,0
46809,125,1,1878,0,0
10307,0,0,2808,0,0
43603,17100,4,5335,100,1
44754,0,0,3648,0,0
95916,11845,11,3182,0,0
8188,500,1,1985,500,1
139897,21065,28,5329,50,1
82270,24612,6,5270,0,0
76060,33424,30,3263,0,0
30171,15370,13,3853,0,0
11070,0,0,7939,0,0
281626,53521,16,5878,0,0
164222,7300,5,1892,800,3
8992,1250,3,1417,0,0
14273,0,0,4341,0,0
117290,1754,8,2717,0,0
128676,8500,3,5164,0,0
3664,0,0,4089,0,0
93154,30752,21,2333,0,0
35342,70454,12,5534,0,0
46654,3215,6,2830,0,0
14513,0,0,2731,0,0
20162,2750,15,6324,0,0
1704838,17108,32,7283,4823,23
63311,25048,14,6634,0,0
92641,5265,6,5568,0,0
43971,1491,11,2350,0,0
104860,28426,28,6931,1150,3
4340,32685,5,7733,0,0
75179,1015,2,4118,0,0
143080,44373,38,7575,3928,17
32678,0,0,4481,0,0
79479,23167,13,6118,0,0
27348,3084,4,5824,0,0
27820,3005,11,3454,0,0
17481,1396,3,586,0,0
8344,1500,2,1753,500,1
205126,126630,45,7668,2250,10
34249,4100,12,2951,0,0
69323,5140,2,4786,0,0
85496,2799,7,3820,2711,6
51169,13080,13,1809,0,0
96154,7052,15,4433,0,0
33410,818,12,6255,0,0
20891,150,3,1920,0,0
26055,647,9,4464,0,0
54594,14402,14,4233,0,0
24608,62774,21,5430,0,0
73378,13607,14,3599,0,0
53715,7164,15,7416,300,2
20584,3450,11,6884,3450,11
18954,550,3,2465,550,3
52965,500,1,3606,0,0
5690,11612,15,1549,0,0
50416,4574,13,1597,450,1
4028,0,0,346,0,0
41526,0,0,6406,0,0
43595,4375,14,1867,0,0
25123,2030,6,8289,0,0
162521,57354,25,8105,0,0
54637,21181,27,2927,4673,21
10470,38094,26,7840,0,0
14371,28723,13,4671,0,0
46074,2193,11,4419,0,0
74796,19710,15,3616,400,1
188703,62973,53,4625,500,1
4375,2875,16,248,0,0
10697,1000,8,2111,0,0
127297,8510,12,8296,0,0
49708,0,0,4560,0,0
16516,500,1,4275,0,0
87282,13480,10,3911,0,0
18820,0,0,6549,0,0
179433,30476,15,7187,0,0
37936,6211,12,2719,0,0
36839,4436,6,2275,0,0
145993,95082,17,7229,500,1
16994,1550,3,5379,1050,2
31759,0,0,1922,0,0
66807,23456,14,1575,0,0
119735,22432,17,1996,1000,2
87692,2310,6,8289,500,1
17445,4500,3,6576,500,1
24100,26674,23,3421,2300,7
86380,13500,3,6102,0,0
62553,7672,16,6819,700,1
16128,475,3,2643,0,0
1000,0,0,5367,0,0
25158,52278,17,5079,0,0
48806,12600,10,3502,2500,8
13490,0,0,2032,0,0
67358,67027,34,4379,500,1
182228,41048,12,2139,0,0
56712,15685,14,997,500,1
18538,2200,3,4344,0,0
14336,0,0,3349,0,0
74453,5500,3,5181,0,0
44353,2500,1,138,0,0
215946,2125,10,2740,0,0
10635,45212,20,2131,0,0
16176,0,0,4170,0,0
130920,30299,20,4793,1100,6
24065,29586,9,1045,0,0
14052,0,0,1808,0,0
193547,3544,12,5153,0,0
1000,1000,1,148,0,0
20111,5653,12,4468,0,0
5546,2631,6,5995,0,0
6914,0,0,812,0,0
58387,14581,39,1435,0,0
37244,38220,18,3890,0,0
3056,1200,3,4363,0,0
12239,2912,5,4226,0,0
15148,15148,3,269,0,0
161546,8042,6,5722,600,2
93319,270,3,6043,100,1
156041,5644,13,5324,0,0
94222,52081,24,7201,0,0
146097,6919,16,6165,0,0
3230,0,0,10,0,0
46963,1500,5,7117,0,0
56687,48989,28,2973,0,0
13986,400,1,3398,400,1
169546,68315,24,1761,600,2
53518,73933,30,3930,400,1
39386,18722,7,1359,0,0
207655,78967,31,6144,0,0
131635,60315,9,2756,0,0
36665,1625,6,4747,0,0
8904,3740,14,898,0,0
28502,2375,12,1732,0,0
8485,0,0,2111,0,0
4584,0,0,652,0,0
145072,15000,4,2152,0,0
2558,6264,10,5581,0,0
15525,3853,6,7406,0,0
972,0,0,2,0,0
48410,37869,16,6395,500,1
93473,20257,15,6049,0,0
15000,15000,1,1976,0,0
10689,2750,15,5315,0,0
413509,2500,1,6598,0,0
35850,17759,18,3439,0,0
4653,0,0,2094,0,0
141554,41685,15,1139,1000,2
105160,20458,21,3732,0,0
1000,0,0,4769,0,0
14440,365,2,1502,0,0
134457,15588,14,6861,0,0
12675,4875,25,1390,0,0
39983,39983,11,1569,0,0
168515,4600,4,7269,0,0
85346,2835,3,2748,0,0
117240,1200,3,6471,700,2
61440,8156,25,6032,0,0
36254,7232,7,4453,0,0
38378,1600,4,2091,600,3
42366,6293,9,2770,0,0
25076,57203,14,6750,0,0
59927,3100,3,1464,0,0
24557,18957,20,1996,0,0
17920,3250,18,3546,0,0
13117,1972,3,3027,0,0
11961,11961,10,4646,0,0
1625,1375,4,1547,0,0
60976,97318,31,6282,7000,14
17603,7247,14,1958,0,0
22751,4500,9,4166,4500,9
179207,7041,6,3169,0,0
69880,4635,5,4552,0,0
67083,4600,4,4532,500,1
2318,8747,14,7945,0,0
78629,36679,25,6817,0,0
109416,73665,39,2327,2200,5
96610,66298,22,4362,0,0
37839,11512,16,2084,0,0
14394,935,4,2754,150,2
27566,6362,24,3279,0,0
5316,1134,4,4610,0,0
109103,19600,27,3739,7600,24
83811,25936,15,3281,500,1
63162,27564,8,1600,0,0
5346,0,0,1621,0,0
56268,33447,14,6017,100,1
38896,76988,16,7771,556,1
31769,0,0,5464,0,0
101431,49801,19,1677,0,0
5500,5500,11,1690,5500,11
18239,0,0,1683,0,0
143566,5000,5,6785,1500,3
1250,1250,3,679,0,0
14889,1500,2,5393,0,0
153597,56567,18,8289,0,0
25435,7147,32,3027,0,0
53935,0,0,3743,0,0
9310,500,1,4272,500,1
68226,3147,8,4299,200,2
37093,4250,13,1810,0,0
17967,1500,5,3340,0,0
5320,2275,9,5084,0,0
17500,17500,2,4167,0,0
13640,1500,5,4923,0,0
201346,99612,34,7463,600,4
20203,750,6,7467,0,0
16528,250,2,6081,0,0
6305,0,0,1031,0,0
38761,9015,12,1533,0,0
23518,11843,13,1768,0,0
92406,9402,26,1999,750,2
74645,40367,18,6147,0,0
65316,3917,10,7254,0,0
232194,46165,17,1978,0,0
35418,58557,18,6813,900,3
39669,31989,14,1955,0,0
20856,5250,4,6938,250,1
33753,14961,14,3335,500,1
222227,38127,14,7047,500,1
125274,3150,4,2194,550,2
105249,36093,15,6153,0,0
124004,9982,12,5815,0,0
248738,500,1,1888,0,0
97752,3676,10,5309,0,0
7500,0,0,2084,0,0
17386,0,0,3771,0,0
278727,21666,19,7155,9166,16
14748,2210,7,2497,0,0
114508,29960,22,4226,1250,8
35474,15086,6,1479,0,0
28519,2125,2,5405,0,0
570,180,4,785,0,0
47291,1350,4,2336,350,3
32540,44283,17,2297,100,1
40257,12885,31,3237,0,0
354641,77694,29,5710,3600,9
8994,0,0,1104,0,0
17609,803,5,4317,803,5
19850,500,1,4376,500,1
66716,22571,16,2082,200,1
27043,0,0,2814,0,0
131424,58814,14,6128,50,1
46003,1340,7,2698,0,0
179382,4225,7,6115,0,0
71713,2135,4,1845,0,0
52084,4836,7,4222,0,0
50431,1000,1,8289,0,0
10497,0,0,5815,0,0
119214,10028,16,6205,0,0
38995,1200,2,563,200,1
40091,0,0,1803,0,0
210040,77333,39,5517,0,0
17060,0,0,1836,0,0
12471,0,0,666,0,0
16844,0,0,483,0,0
190285,69262,16,5728,348,1
28695,0,0,4173,0,0
175131,53495,15,6431,0,0
17863,0,0,2028,0,0
87851,28969,17,4026,0,0
115655,64968,21,5631,500,1
30463,4619,9,1275,0,0
66923,17139,12,4875,0,0
9768,7069,8,3242,100,1
37478,5409,4,429,5409,4
86511,5000,6,4625,2000,4
150176,29999,17,6284,400,1
23649,3250,16,3176,0,0
24228,2850,15,3452,0,0
80500,16368,16,3146,0,0
69555,21957,16,4390,250,1
47513,19904,13,2516,0,0
18727,0,0,3524,0,0
59177,2300,6,1869,700,3
35243,10046,15,2356,1500,3
49375,23628,14,3797,0,0
52475,14447,13,962,0,0
9002,1586,9,4933,0,0
177926,20797,13,7886,0,0
73836,64748,19,6087,0,0
19870,11075,4,892,0,0
66315,8096,9,1689,0,0
22084,2773,10,2054,0,0
125679,68151,27,3683,650,1
22529,5115,20,4865,3400,16
62339,0,0,1507,0,0
206287,11294,20,2819,150,1
23023,0,0,5087,0,0
95783,14506,13,5659,0,0
32619,1070,7,3846,0,0
3250,2125,10,1117,0,0
37953,62571,28,4282,0,0
91605,37840,18,1444,0,0
41279,14462,20,7064,1650,6
1500,0,0,480,0,0
17613,5030,9,1495,0,0
28132,465,5,1702,0,0
64131,7676,15,1681,4620,11
47966,51615,11,3145,650,3
213150,56308,41,7645,5200,14
27591,8209,34,5659,1800,16
149285,15656,13,7561,3250,6
14504,0,0,2329,0,0
81871,23068,20,2222,0,0
21311,2000,9,1990,0,0
28867,19169,28,1425,0,0
104656,5000,3,1663,0,0
46455,6817,11,1763,0,0
19661,0,0,2175,0,0
52060,6500,3,7162,0,0
14554,0,0,3237,0,0
72812,16930,17,4442,50,1
65435,1000,2,4786,500,1
229576,9030,19,2217,9000,18
35080,0,0,4562,0,0
47938,12656,13,5708,0,0
7041,1747,12,2718,0,0
43387,4942,13,6613,0,0
136104,68988,51,4916,2069,8
3832,1000,1,6120,0,0
23385,18303,15,2248,150,1
28010,150,3,2115,0,0
2261,15062,2,5556,0,0
37331,0,0,1970,0,0
77699,42775,13,7654,0,0
8150,14135,41,1676,500,2
140918,69760,32,3883,0,0
55922,8104,19,1552,4104,16
77978,1373,10,3753,650,6
122506,21022,13,4408,0,0
60854,5240,5,1457,0,0
180481,18315,25,2019,3100,7
161579,7688,21,3811,5688,20
108081,217006,24,3567,0,0
25577,33420,18,4432,0,0
92646,27177,16,4523,0,0
654,14967,10,3022,0,0
20746,37534,17,7185,0,0
479989,66516,26,6980,1600,6
26972,0,0,4587,0,0
82078,40279,9,5664,0,0
123370,7478,16,7197,0,0
172288,66879,10,7130,0,0
32749,450,3,5050,450,3
179042,25078,50,6456,3350,15
57293,1000,1,2319,0,0
29417,16011,3,1582,0,0
19290,0,0,2331,0,0
40346,5412,13,1483,0,0
6822,0,0,1559,0,0
24372,255,1,3064,255,1
32948,50,1,7569,50,1
10355,6510,10,3918,0,0
62645,19602,11,1474,0,0
1884,0,0,31,0,0
88668,9889,15,4903,100,1
152881,79687,18,7474,500,1
26119,3189,6,3257,0,0
39372,4296,10,5190,0,0
93045,17636,15,7092,0,0
79561,6333,12,6231,400,2
288865,23600,14,6884,2000,4
463494,27390,17,6323,750,1
76909,18405,12,2066,0,0
68390,3450,3,4754,950,2
13050,13617,16,5920,0,0
15138,140,3,2993,0,0
88443,1200,3,6837,1200,3
162410,20203,17,4420,0,0
22289,18105,34,1501,189,1
22831,4500,15,5442,0,0
35659,1102,9,3533,0,0
12286,7972,11,1018,250,1
326201,19350,14,3119,0,0
11834,0,0,4306,0,0
111442,30368,19,3392,0,0
25853,23163,18,1886,0,0
221543,10300,5,3554,200,3
31539,6406,16,721,200,1
100640,7600,8,6708,1600,5
65207,34832,18,3115,1450,4
52584,2500,1,1439,0,0
27993,6000,3,5542,0,0
178919,23387,17,6555,0,0
41824,2100,3,1982,0,0
48958,24430,5,3483,0,0
85751,26842,14,3711,0,0
151152,13635,21,4895,1100,1
40204,850,3,3006,350,2
126680,18248,39,2108,4723,31
194576,41315,16,2539,550,1
148086,32551,14,2913,0,0
15750,1065,3,6254,0,0
144525,2833,4,5785,0,0
89761,11965,13,3845,0,0
84631,20415,17,6736,0,0
21950,5739,16,1668,0,0
166681,107645,25,3287,0,0
4735,275,2,4257,0,0
25316,0,0,3258,0,0
145726,19019,15,7292,0,0
37305,10205,13,1513,0,0
76552,150010,36,3894,0,0
38716,8253,21,8114,0,0
181200,7514,21,4159,0,0
39908,45824,29,5394,0,0
124027,8698,12,2952,0,0
74072,50272,39,2264,0,0
45735,10085,3,4239,0,0
235947,3982,16,8145,0,0
175461,40997,14,8289,0,0
86150,7600,34,3011,100,1
120576,58831,23,6896,250,2
21944,29461,13,3900,0,0
737514,43993,40,5030,2150,7
54265,0,0,6109,0,0
75112,35532,14,4271,500,1
11933,249,3,1412,79,1
12560,1282,6,4324,1282,6
1100,1100,2,438,0,0
57002,2570,13,5350,0,0
50593,58208,17,6689,1500,2
18366,1100,3,4783,1100,3
47150,39561,18,5577,0,0
7388,3958,15,446,150,1
32015,6000,6,4574,0,0
8250,250,2,6486,0,0
2500,2500,1,3717,0,0
412,13000,1,4761,0,0
518960,15700,8,2819,200,1
139982,14500,6,1430,0,0
15875,24918,12,4141,0,0
94167,6500,4,5990,500,1
34086,19669,18,5344,1500,3
550367,12500,13,7801,50,1
22134,0,0,2161,0,0
77814,14786,11,4394,0,0
20765,15949,4,319,0,0
35119,0,0,6749,0,0
43097,3258,6,6918,0,0
295008,136704,27,5028,0,0
37552,100,1,5340,0,0
3641,1164,3,3603,0,0
44457,225,3,7026,0,0
22585,3430,3,5689,0,0
48145,10735,27,7540,0,0
28733,0,0,4650,0,0
39847,95918,38,5694,150,1
60646,57011,18,5559,50,1
24887,0,0,4047,0,0
4151,375,3,5570,0,0
120476,9406,14,5870,0,0
120152,6250,27,4497,3750,26
23224,1750,7,2322,0,0
25404,2125,7,5203,500,1
38150,16688,15,5854,0,0
23054,400,3,2553,300,2
62464,5675,16,3820,500,1
5667,5667,4,4937,0,0
20198,3139,2,601,3139,2
24847,1550,4,1022,0,0
37866,9200,18,1230,0,0
44101,57114,19,1829,0,0
54345,1850,8,3348,0,0
31967,1600,4,5101,350,2
15635,410,3,1612,0,0
3273,500,1,2749,0,0
41537,3000,3,669,250,1
17336,2375,12,5934,0,0
151904,76440,25,6273,950,8
43761,5398,16,5268,0,0
64956,36694,11,1012,0,0
161396,26695,11,5792,1000,2
41547,16857,17,6697,0,0
11542,49100,16,5405,1500,3
91259,60609,12,4531,0,0
11571,0,0,1116,0,0
24265,1854,12,2550,0,0
20281,0,0,5567,0,0
24563,5718,8,1776,4218,5
171637,4300,8,2364,2800,7
94022,2585,14,3222,0,0
7625,4375,21,1393,0,0
11314,741,4,3845,0,0
12134,57676,25,974,3064,9
37165,19715,15,1654,0,0
103215,16726,14,2427,0,0
28526,4167,15,1360,0,0
13125,550,4,268,550,4
153197,14712,17,5189,100,1
109114,31956,27,4512,0,0
96490,2000,1,2665,0,0
23589,0,0,3336,0,0
70789,76661,29,3810,150,1
11449,9057,13,7397,0,0
102373,67212,33,4190,6600,14
1113394,60883,26,8228,2600,9
34383,22956,12,5611,0,0
126886,9120,17,4044,0,0
27122,0,0,2630,0,0
11030,0,0,5884,0,0
98224,5570,11,7467,0,0
147822,42469,18,5107,0,0
49885,23640,17,7533,0,0
138512,30130,15,4313,50,1
20954,375,3,1438,0,0
9157,75,2,6274,0,0
103796,63335,26,5021,250,1
81291,10522,14,5154,1430,1
119932,22463,26,6077,5177,11
2143,0,0,1672,0,0
207311,31000,37,2395,12000,24
81087,18971,12,3362,0,0
4130,100,1,673,0,0
178733,26465,22,4537,1800,4
118601,51240,19,5105,0,0
114070,16293,24,5818,250,1
53892,28641,20,3131,0,0
61893,0,0,2320,0,0
123516,240544,31,7507,500,2
12350,4125,26,1314,0,0
48256,8942,14,2121,0,0
156766,23375,27,2840,0,0
131306,32115,15,5797,0,0
55996,12165,14,3582,0,0
13949,0,0,5374,0,0
10926,0,0,1851,0,0
48161,41174,24,6294,0,0
47992,645,4,2073,450,1
8103,2750,15,4776,0,0
11431,1759,4,8289,759,3
26149,5190,6,6646,0,0
13460,0,0,271,0,0
77109,60000,7,6071,0,0
22878,9039,32,6641,0,0
29667,5304,19,4841,0,0
60230,500,1,7544,0,0
92402,40825,14,5443,0,0
602064,194753,26,7652,2250,10
101632,48658,14,3432,0,0
126484,5942,13,4758,3192,11
189784,35464,18,4190,2197,4
68023,119512,33,4702,500,1
142527,24091,47,3206,4650,24
56624,12311,14,2491,0,0
56606,61634,14,6039,100,1
92859,33378,15,5185,0,0
79500,21489,15,4146,0,0
98472,124421,45,6621,10250,28
44654,48874,16,4530,0,0
1000,0,0,500,0,0
100649,4000,3,4457,500,1
25934,370,3,2565,0,0
64414,1952,12,2395,0,0
123867,25308,17,7759,0,0
57330,380,3,4986,0,0
19085,827,11,5244,0,0
6015,0,0,30,0,0
36459,7573,17,2885,5473,15
56308,2500,3,4688,1000,2
68,590,1,3937,0,0
47301,4561,4,1464,0,0
227881,41186,13,7369,0,0
491987,68007,23,8289,700,2
24750,0,0,968,0,0
9399,2125,10,1430,0,0
90919,44430,17,3739,0,0
228829,59852,21,7612,0,0
37163,19318,14,4988,0,0
25214,1000,1,5598,0,0
103302,53552,22,6718,700,3
139983,17289,24,4629,100,2
48321,0,0,6102,0,0
71503,7819,17,5080,0,0
91716,6978,12,4267,0,0
16171,2875,16,4656,0,0
57622,1250,3,2337,0,0
28667,3861,7,6749,2050,5
240007,46771,14,4048,0,0
1302051,90653,32,7467,3050,7
160572,8163,18,6403,500,1
106509,1113,7,5036,0,0
26748,11981,14,5408,0,0
109618,14159,11,2138,0,0
56451,9302,11,5597,0,0
10009,0,0,5353,0,0
16859,64109,45,3266,4822,9
23704,14935,14,868,0,0
18959,0,0,2115,0,0
28193,103456,32,6980,0,0
39142,14981,28,1408,0,0
23997,250,2,4204,250,2
256219,29823,33,6561,6568,16
26720,913,3,8296,0,0
20969,40234,13,1831,150,1
