CTR,titleWords,adWords,depth,position,advCTR,queryCTR,queryCTRInPos
0.0776,8,21,2,2,0.0426,0.0079,0
0,10,22,1,1,0.0191,0.0139,0.0122
0.1165,13,25,1,1,0.0493,0.0776,0.0883
0.03,8,20,3,1,0.0155,0.0355,0.0762
0.0162,8,21,2,2,0.0256,0.0461,0
0.0311,10,26,2,1,0.0107,0.0176,0.0291
0.0364,7,22,3,1,0.042,0.0353,0.0602
0.1348,8,22,1,1,0.0523,0.0196,0.0338
0.03,16,22,1,1,0.0265,0.0237,0.0335
0,7,21,2,2,0.0161,0.0152,0.0131
0.1048,8,22,2,2,0.0456,0.0655,0.0632
0,5,19,1,1,0.0132,0.0062,0.0071
0.0474,8,16,1,1,0.0273,0.0046,0.0083
0.0248,8,17,1,1,0.1057,0.0223,0.0258
0.0423,6,14,1,1,0.0273,0.0205,0.0102
0.0566,9,21,2,1,0.0511,0.0589,0.0621
0.0721,9,12,1,1,0.021,0.0261,0.0264
0.041,5,15,2,1,0.0284,0.0327,0.0511
0,5,15,1,1,0.0284,0.0221,0.0229
0,4,20,3,1,0.0233,0.0479,0.0688
0.0326,12,20,1,1,0.0583,0.0433,0.0497
0.0099,7,32,1,1,0.0384,0,0
0.0092,11,21,2,1,0.016,0.0387,0.0516
0,6,25,2,2,0.024,0.0712,0.0255
0.031,7,15,1,1,0.0273,0.0133,0.0167
0.0107,8,24,1,1,0.0426,0.0129,0.0168
0.0043,8,21,2,2,0.0426,0.0045,0
0.0045,4,13,2,2,0.0284,0.0375,0.0168
0,9,24,3,3,0.0195,0.0358,0.0069
0.084,14,22,1,1,0.0532,0.0686,0.077
0.0126,3,26,2,1,0.0123,0.0014,9.00E-04
0.0331,11,13,1,1,0.0202,0.0169,0.0213
0.0463,7,26,2,1,0.0426,0.0246,0.0397
0.0343,15,22,1,1,0.0299,0.0255,0.0455
0,4,23,2,1,0.0091,0,0
0.0096,13,28,2,2,0.0384,0.0168,0.0193
0.2611,7,20,2,1,0.0328,0.024,0.0941
0.0351,8,26,2,2,0.0305,0.0418,0.017
0,12,24,3,3,0.038,0.006,0.0019
0,13,25,3,2,0.0248,0.0034,0.0058
0.0294,10,23,3,1,0.0238,0.0186,0.0284
0.0085,4,18,3,2,0.0344,0.0318,0.0388
0,9,24,2,1,0.0075,0.0285,0.0356
0,11,20,3,1,0.0428,0.0297,0.0545
0.027,12,22,1,1,0.0546,0.0129,0.0185
0.0242,8,21,1,1,0.0211,0.0138,0.0144
0.0463,8,24,1,1,0.0426,0.0162,0.0288
0,7,18,2,1,0.0347,0.0123,0.0258
0.187,13,23,2,1,0.0261,0.0401,0.0698
0.0067,5,22,1,1,0.0284,0.0218,0.0328
0,12,17,3,2,0.0174,1.00E-04,1.00E-04
0,7,19,2,2,0.0572,0.0018,0.0062
0.0922,10,22,1,1,0.0178,0.046,0.0795
0.0727,4,13,2,2,0.0284,0.0281,0.012
0,7,24,3,2,0.0293,0.0016,8.00E-04
0.0217,14,28,1,1,0.0435,0.0335,0.0415
0.0373,11,30,2,2,0.1071,0.0873,0.0111
0.0095,7,16,1,1,0.0273,0.0102,0.0116
0.23,7,8,2,2,0.0737,0.1306,0.0837
0.0614,8,24,2,1,0.0426,0.0723,0.131
0.0488,10,26,1,1,0.0343,0.0311,0.0395
0.0545,9,23,3,1,0.0305,0.0288,0.064
0,11,27,3,2,0.0283,0.0427,0.0344
0,3,26,3,1,0.0122,0.0081,0.0149
0.02,8,21,2,1,0.0286,0.0244,0.0351
0,10,23,3,3,0.0445,0.0109,0.0026
0.0321,7,21,1,1,0.0355,0.0339,0.0458
0.0196,5,18,1,1,0.0337,0.0032,0.0057
0.1014,9,22,1,1,0.0352,0.0135,0.0281
0.0556,11,26,2,2,0.0464,0.0603,0.0434
0.0273,11,21,1,1,0.0311,0.0198,0.0211
0,4,23,3,1,0.016,0.0371,0.0304
0.4962,8,24,1,1,0.0159,0.0849,0.0854
0.4198,8,21,2,2,0.0508,0.0406,0.0159
0,9,22,2,1,0.003,3.00E-04,4.00E-04
0.0256,7,21,1,1,0.0426,0.0168,0.0165
0.037,7,24,1,1,0.0273,0.0203,0.0269
0.0342,6,22,1,1,0.0092,0.0258,0.0383
0.0212,4,25,1,1,0.1057,0.0187,0.0193
0,10,21,3,2,0.0396,0.0024,0.0032
0,8,25,1,1,0.0426,0.0271,0.0293
0,7,24,3,1,0.0426,0.0342,0.0487
0.0351,6,17,2,2,0.0233,0.0387,0.037
0.028,5,21,2,2,0.0384,0.0343,0.0323
0.0174,8,24,1,1,0.0426,0.0379,0.0589
0.0792,4,25,3,2,0.1056,0.0497,0.0152
0.0301,6,23,1,1,0.0403,0.0176,0.0175
0.0236,13,32,1,1,0.0377,0.0282,0.0353
0.0588,14,19,1,1,0.0516,0.0024,0.0026
0.0463,9,33,2,1,0.0423,0.0186,0.0194
0.0261,11,19,1,1,0.0346,0.0055,0.0069
0.0987,13,30,2,2,0.0353,0.152,0.088
0.0365,7,21,2,1,0.0249,0.0064,0.0047
0.034,7,15,1,1,0.0273,0.0301,0.0394
0.0134,6,14,1,1,0.0273,0.0237,0.0258
0.0455,7,15,2,2,0.0273,0.3275,0.206
0,7,22,3,2,0.0711,0.0607,0.0493
0.0628,12,20,1,1,0.0584,0.0349,0.042
0,9,26,1,1,0.0137,0.0021,0.0021
0.0581,16,27,1,1,0.0442,0.0499,0.0513
0,8,24,1,1,0.0201,9.00E-04,9.00E-04
0.0179,10,21,1,1,0.0494,0.0164,0.0278
0.03,6,24,1,1,0.0257,0.0107,0.0147
0.037,10,24,1,1,0.0282,0.0234,0.0285
0.0222,8,11,1,1,0.0295,0.0316,0.0336
0.1917,4,20,1,1,0.1724,0.0335,0.0372
0.0214,11,23,2,2,0.0284,0.0232,0.0098
0.0784,6,14,1,1,0.0273,0.1507,0.1507
0.0168,9,22,2,2,0.0156,0.0632,0.0316
0.0945,9,22,1,1,0.0143,0.0429,0.0472
0.025,9,28,2,2,0.0101,0.03,0
0.0403,5,23,1,1,0.0284,0.0272,0.0357
0.1074,8,27,2,1,0.042,0.0468,0.0718
0,2,17,3,1,0.0187,0.0099,0.0162
0.0435,12,22,1,1,0.0534,0.0929,0.0777
0.1645,7,21,1,1,0.0426,0.0168,0.0155
0,8,11,1,1,0.0217,0.0133,0.0194
0,6,14,1,1,0.0273,0.0175,0.021
0,3,13,3,1,0.016,0.027,0.0474
0.0377,4,27,1,1,0.0384,0.008,0.009
0.0367,4,7,2,1,0.016,0.124,0.1611
0,6,14,1,1,0.0273,0.0034,0.0052
0.0068,7,24,1,1,0.0426,0.0179,0.0293
0.0936,8,16,1,1,0.0273,0.0421,0.0501
0.0181,8,24,1,1,0.0426,0.0206,0.0264
0.0594,5,16,2,1,0.0426,0.026,0.0255
0.0242,8,26,1,1,0.0426,0.016,0.0168
0.0298,8,24,1,1,0.0284,0.0129,0.0186
0.113,5,23,2,1,0.0284,0.0033,0.0178
0.0078,6,14,1,1,0.0273,0.0216,0.0244
0,9,20,3,1,0.0375,0.0238,0.0311
0,8,26,2,1,0.0631,6.00E-04,0.001
0.0693,8,25,1,1,0.0426,0.0281,0.0653
0.0044,12,25,1,1,0.0273,0.0126,0.0132
0.0161,3,15,2,1,0.0155,0.0199,0.0303
0,8,25,1,1,0.0351,0.0457,0.0503
0.0093,4,13,2,2,0.0284,0.0091,0.0136
0.0316,5,15,1,1,0.0284,0.0158,0.0229
0.028,7,22,2,1,0.0233,0.0077,0.0109
0,12,18,3,3,0.016,0.0042,9.00E-04
0.0431,10,25,3,2,0.0305,0.0261,0.0357
0,9,21,3,1,0.0254,0.0055,0.0047
0.0549,11,26,1,1,0.0793,0.0562,0.0562
0.2205,10,25,1,1,0.0453,0.0323,0.0345
0.0054,10,20,2,1,0.0284,0.0218,0.0341
0.0246,10,28,1,1,0.0272,0.0303,0.0303
0,8,25,3,2,0.0175,0.0127,0.0095
0.4151,9,17,2,1,0.1025,0.0776,0.0664
0.0966,5,23,1,1,0.0284,0.0258,0.0564
0.0359,6,18,1,1,0.1085,0.0229,0.0278
0.059,10,20,1,1,0.0371,0.042,0.0587
0.0111,10,27,2,2,0.0535,0.0303,0
0.06,5,23,1,1,0.0284,0,0
0.0242,7,26,1,1,0.0284,0,0
0.0183,8,25,2,2,0.105,0.0513,0.0129
0.0088,11,21,3,2,0.0778,0.0355,0.0179
0.0187,10,22,2,1,0.0314,0.0143,0.025
0.0513,6,14,1,1,0.0273,0.0191,0.0265
0.0146,10,10,2,1,0.0096,0.0129,0.0154
0.0543,6,21,1,1,0.0383,0.0458,0.043
0,11,16,2,2,0.0133,0.0259,0.0225
0,11,25,1,1,0.0494,0.0188,0.0231
0.0167,7,26,1,1,0.0719,0.0147,0.0157
0,9,22,2,2,0.0156,0.0492,0.0361
0.0297,10,15,2,1,0.062,0.0207,0.0293
0,10,17,3,1,0.0163,0.0244,0.0327
0,5,12,2,2,0.0145,0.009,0.0019
0,7,15,2,1,0.0273,0,0
0.0154,11,18,2,1,0.0619,0.019,0.0276
0.0252,10,24,2,1,0.0253,0.0277,0.0267
0.2638,11,21,2,1,0.0755,0.0494,0.0633
0.0686,7,24,2,1,0.0426,0.0833,0.1344
0.0286,7,22,1,1,0.0426,0.0062,0.0155
0,14,26,3,1,0.0284,0.001,0.0013
0,5,19,2,1,0.008,0.0082,0.0083
0.0076,6,19,1,1,0.0235,0.0042,0.0054
0,8,20,3,1,0.0422,0.094,0.1123
0.0064,9,28,2,2,0.1074,0.0533,0
0,8,19,2,2,0.0353,5.00E-04,0
0.0699,14,28,1,1,0.0434,0,0
0.0408,3,19,2,1,0.052,0.0178,0.0236
0.09,10,19,2,1,0.1764,0.116,0.1708
0.0097,4,27,3,1,0.016,0.0461,0.0814
0.1611,9,23,2,1,0.1934,0.0618,0.0556
0.0091,4,7,2,1,0.016,0.0164,0.0196
0.0094,5,22,1,1,0.0284,0,0
0.0171,9,26,2,2,0.0426,0.0474,0.0315
0.0519,14,29,2,1,0.0264,0.0286,0.053
0.0261,8,17,2,1,0.0216,0.0176,0.0263
0,11,27,2,1,0.0271,0.0175,0.0231
0.0142,6,26,1,1,0.0717,0.0132,0.014
0.2294,4,14,2,2,0.0273,0.0791,0.026
0,8,25,1,1,0.0374,0,0
0.0229,7,21,1,1,0.0402,0.0107,0.0231
0.0575,8,11,1,1,0.0278,0.0272,0.0294
0.018,10,26,1,1,0.0095,0,0
0.0244,8,16,1,1,0.0273,0.0204,0.0476
0.1911,10,25,1,1,0.1459,0,0
0.0072,7,15,2,2,0.0273,0.0059,0.0069
0.6148,11,22,1,1,0.152,0.0205,0.0241
0.1287,9,16,1,1,0.0352,0.0606,0.0806
0.1655,10,28,2,1,0.0853,0.0511,0.16
0.0127,8,26,1,1,0.0426,0.0156,0.0147
0.0379,10,22,2,1,0.051,0.034,0.0407
0.0095,12,28,1,1,0.0494,0.0278,0.0384
0.0087,14,26,1,1,0.0131,0.0252,0.0277
0.0435,7,23,2,2,0.0243,0.296,0.3333
0,10,26,3,3,0.0337,0.0075,0
0.0154,5,22,1,1,0.0255,0.0147,0.0291
0,8,23,3,2,0.025,0.0013,8.00E-04
0,4,23,1,1,0.016,0.0096,0.0161
0.121,10,20,2,2,0.0284,0.1183,0.0482
0.1892,10,23,2,1,0.0344,0.0544,0.0586
0.0206,6,19,3,1,0.0294,0.0299,0.0505
0.0533,6,14,1,1,0.0273,0.0336,0.0328
0.1442,11,25,2,1,0.092,0.0355,0.1111
0.004,13,22,1,1,0.0265,0,0
0.3495,11,25,2,1,0.0654,0.1044,0.19
0.0213,6,14,1,1,0.0273,0.019,0.0194
0.0566,9,22,1,1,0.069,0.0361,0.0333
0.0056,12,23,2,1,0.0265,0.0375,0.0449
0,4,23,2,1,0.016,0.0084,0.0181
0.0463,8,24,1,1,0.0426,0.019,0.0281
0.0068,8,25,2,1,0.0426,0.003,0
0.0148,7,15,1,1,0.0295,0.0349,0.0412
0,5,13,2,2,0.0058,0,0
0.0328,8,16,1,1,0.0273,0.0112,0.0125
0.1639,6,11,2,1,0.0294,0.0396,0.0728
0.0095,12,25,1,1,0.0211,0.0127,0.0136
0,6,14,1,1,0.0273,0.0252,0.03
0.0177,7,15,1,1,0.0273,0.014,0.0125
0,12,23,2,1,0.0176,0.0272,0.0455
0.0216,15,28,2,1,0.0435,0.0205,0.0257
0.1204,11,25,2,1,0.0493,0.0969,0.1466
0,14,26,2,1,0.0285,0,0
0,8,16,3,2,0.0094,0,0
0.0415,8,21,1,1,0.0426,0.0064,0
0,9,22,1,1,0.019,0,0
0.0268,14,28,2,2,0.0435,0.0415,0.0269
0.0093,14,26,1,1,0.0131,0.0753,0.0883
0.3349,6,22,1,1,0.1722,0.0047,0.0435
0.1649,6,22,1,1,0.1725,0,0
0.0362,14,28,1,1,0.0435,0.0536,0.0579
0.17,9,23,2,2,0.1959,0.1841,0.156
0.019,6,14,1,1,0.0273,0.0049,0.0075
0.1176,9,23,2,1,0.0426,0.0631,0.0926
0.0171,6,16,3,3,0.0426,0.021,0.003
0.1805,3,19,1,1,0.0387,0.0037,0
0.1016,8,22,2,1,0.0426,0.0738,0.119
0.0562,16,25,1,1,0.0441,0.1626,0.1626
0.0121,10,27,3,1,0.0122,0.0075,0.0081
0.0131,12,24,1,1,0.0165,0.0393,0.0531
0.0507,11,28,2,1,0.0245,0.0484,0.0988
0.0588,11,23,1,1,0.0192,0.0309,0.0332
0,10,15,3,3,0.0216,0.0308,0.0193
0.1684,6,22,1,1,0.1726,0,0
0.0233,11,25,1,1,0.0494,0.0241,0.0262
0.0329,11,17,1,1,0.0341,0.0422,0.0952
0.1154,8,25,1,1,0.0426,0.0224,0.039
0.2553,5,19,1,1,0.1719,0,0
0.0189,9,20,2,1,0.0395,0.0112,0.024
0.0083,10,23,2,2,0.0426,0.0388,0.053
0.0043,6,14,2,2,0.0273,0.0079,0
0.0155,6,12,2,1,0.0216,0.0243,0.0295
0.2047,8,29,1,1,0.0707,0.0289,0.0228
0.0048,6,14,1,1,0.0273,0.0025,0.0025
0.0058,12,20,1,1,0.0583,0.0042,0.0054
0.0051,3,21,3,2,0.0175,0.0035,0.003
0.0182,6,27,2,2,0.0426,0.0214,0.0125
0.0116,7,24,1,1,0.0284,0.0217,0.0239
0.0791,8,27,1,1,0.1074,0,0
0.0268,16,27,2,2,0.0632,0.1052,0
0.0372,10,20,1,1,0.0284,0,0
0,10,21,3,3,0.011,0.0053,0.0018
0.0051,10,23,1,1,0.0478,0.005,0.0062
0,11,21,3,3,0.0232,0.0273,0.0094
0,5,21,2,2,0.024,0.2902,0.0351
0.0441,7,21,1,1,0.1728,0.019,0.0256
0.05,12,20,2,1,0.0582,0.0427,0.0986
0.0207,12,28,1,1,0.0397,0.0254,0.0254
0.1404,10,23,2,1,0.1958,0.0533,0.0639
0.0214,6,14,1,1,0.0273,0.0173,0.0182
0.3564,10,23,2,1,0.1949,0.0452,0.0554
0,7,22,3,2,0.0943,0.0097,0.0099
0.0369,13,28,1,1,0.1026,0.0229,0.0222
0.0171,4,13,1,1,0.0284,0.0013,0.002
0.0087,10,26,2,2,0.0343,0.0153,0.0105
0.0322,11,27,1,1,0.0471,0,0
0.0671,5,21,2,1,0.024,0.0571,0.0755
0,12,23,2,2,0.0248,0.0158,0.0159
0.055,14,33,2,1,0.0336,0.0247,0.0502
0.0093,10,24,1,1,0.0494,0.0179,0.0342
0,7,16,3,3,0.0305,0.0587,0.0136
0.007,4,18,3,1,0.0344,0.0146,0.0098
0.0085,13,28,1,1,0.0354,0,0
0.027,5,21,2,1,0.024,0.0268,0.0385
0,7,16,3,1,0.0113,0,0
0.125,8,23,2,1,0.0345,0.0514,0.074
0,9,24,1,1,0.0304,0.0038,0.0045
0.2453,9,17,2,1,0.1027,0.0723,0
0,4,23,2,1,0.016,0.0351,0.0615
0.055,9,23,1,1,0.0426,0.0195,0.0237
0,7,17,3,2,0.0282,0.0091,0.0101
0.1863,4,19,1,1,0.0598,0.0443,0.0595
0.1,10,17,2,1,0.0241,0.0439,0.0069
0.059,7,15,1,1,0.0273,0.041,0.05
0.0539,12,12,1,1,0.0419,0.0036,0.0068
0.2281,9,23,2,1,0.1956,0.0834,0.087
0.0417,6,21,1,1,0.024,0.0249,0.0262
0.0071,8,25,1,1,0.0426,0.0075,0.0196
0.0439,4,27,3,1,0.016,0.038,0.0455
0.0465,12,20,2,2,0.0583,0.0461,0.0108
0.0083,10,25,1,1,0.0394,0.0191,0.0195
0.0403,8,24,1,1,0.016,0.0444,0.0345
0.0598,2,20,1,1,0.0426,0.0109,0.0137
0.25,7,16,2,1,0.1055,0.1207,0.0702
0.2146,6,22,1,1,0.1725,0,0
0.09,10,27,2,2,0.0426,0.0903,0.043
0.1092,8,22,2,1,0.1057,0.0693,0.162
0.0127,4,7,1,1,0.0125,0.043,0.0708
0.0133,9,22,2,2,0.0156,0.1108,0.0878
0.0085,12,23,2,1,0.0494,0.0211,0.0284
0.1894,9,24,2,1,0.0621,0.1028,0.1687
0.2913,15,27,1,1,0.0535,0.2321,0.2368
0.0087,13,20,1,1,0.0264,0.0633,0.0768
0.0388,12,25,3,1,0.0445,0.0435,0.0798
0.0425,10,23,1,1,0.0426,0,0
0.2673,9,14,2,1,0.2486,0.0395,0.1444
0.0096,6,24,3,2,0.0426,0.0243,0.0203
0.0333,6,18,2,1,0.0615,0.0126,0.012
0.0364,10,19,2,1,0.0233,0.0236,0.0326
0.0165,4,23,1,1,0.016,0.0147,0.0165
0,15,26,3,3,0.024,0.0067,5.00E-04
0.1455,12,25,2,1,0.0828,0.0333,0.0472
0.055,13,26,1,1,0.0247,0.0106,0.0146
0,12,24,2,2,0.0264,0,0
0,6,14,3,3,0.0273,0.0023,0.0016
0.0305,9,26,1,1,0.0305,0.0044,0.0625
0,11,29,1,1,0.0573,0.0095,0.0083
0.0027,7,15,2,2,0.0273,0.0059,0.0053
0.0333,9,21,3,1,0.0489,0.0425,0.0549
0.0744,8,20,2,1,0.055,0.0387,0.0451
0.0256,10,26,2,2,0.0211,0.1801,0.0696
0.1438,12,19,1,1,0.0482,0.0436,0.0885
0.027,12,30,1,1,0.0573,0.0091,0.0108
0,3,25,2,1,0.016,0.0105,0
0,4,17,1,1,0.0233,0.0041,0.0044
0.0828,8,21,2,1,0.0156,0.0211,0.0464
0.0153,7,21,2,2,0.0426,0.0186,0
0.0091,8,16,2,1,0.0094,0.0164,0.0246
0.0268,11,29,1,1,0.0573,0.012,0.0131
0.1439,9,22,2,1,0.0426,0.0261,0.06
0.0375,12,29,1,1,0.0354,0.0103,0.0106
0.1951,11,21,2,2,0.0751,0.0736,0.0752
0.055,8,23,1,1,0.0305,0.0459,0.0889
0.0481,8,20,2,1,0.0344,0.0355,0.0227
0.0376,13,23,2,1,0.0217,0.128,0.0312
0.0181,6,14,1,1,0.0273,0.0133,0.0172
0,7,15,3,3,0.0155,0.0243,0.0247
0.0138,12,26,1,1,0.0532,0.0027,0.0028
0.0092,6,16,2,2,0.0284,0.0228,0.0089
0.037,9,18,1,1,0.018,0.0636,0.0799
0.0311,11,22,1,1,0.0494,0.0556,0.5
0.0071,4,27,2,1,0.016,0.05,0.0634
0.06,12,17,3,1,0.0507,0.0983,0.1284
0.082,11,28,2,1,0.0217,0.0522,0.0665
0.0197,10,15,1,1,0.0273,0.0098,0.0116
0.0519,7,15,1,1,0.0273,0.0154,0.0208
0,10,19,2,2,0.0274,0.0516,0.0132
0.0278,3,7,1,1,0.016,0.0375,0.037
0.0216,7,17,2,1,0.0344,0.0526,0.1556
0.0642,7,22,2,2,0.0265,0.1501,0.0385
0.0085,5,14,1,1,0.0284,0.0162,0.0222
0.1304,6,20,2,1,0.0385,0.0525,0.0725
0.0273,9,30,1,1,0.0678,0.0082,0.0088
0,14,26,1,1,0.0131,0.0592,0.0685
0.0627,12,20,1,1,0.0583,0.0188,0.013
0.0216,5,19,1,1,0.0256,0.0046,0.0127
0.0542,5,14,2,1,0.0284,0.0238,0.0393
0.0775,10,23,2,2,0.0305,0.0422,0.0336
0.0345,9,15,2,1,0.037,0.0363,0.0699
0,7,24,2,2,0.0426,0.0137,0.0079
0.0268,12,23,1,1,0.0494,0.0217,0.0267
0.0077,9,27,1,1,0.0422,0.0398,0.0473
0.0328,7,15,1,1,0.0273,0.0499,0.0586
0,7,20,1,1,0.0057,0.006,0.0078
0.3699,7,21,1,1,0.0909,0,0
0.0667,12,17,1,1,0.0619,0.0551,0.0892
0.0467,8,24,2,1,0.0857,0.0279,0.0333
0.0265,10,22,1,1,0.0287,0,0
0.0917,10,19,2,1,0.0344,0.0434,0.1025
0.2043,7,23,2,1,0.0426,0.0215,0.1429
0.0081,6,21,1,1,0.0384,0.0057,0.0057
0,9,23,2,2,0.0454,0.0174,0.0185
0.1024,8,27,2,2,0.0424,0.1273,0.1569
0.0368,6,25,1,1,0.0426,0.0246,0.0286
0.0432,8,19,2,1,0.0295,0.0277,0.0322
0.0375,7,15,2,2,0.0273,0.0374,0.02
0.0242,11,28,1,1,0.0482,0.0365,0.0382
0.072,6,25,1,1,0.0703,0.0094,0.0143
0.0901,10,14,2,1,0.0527,0.0178,0.0285
0.049,10,19,1,1,0.0264,0.071,0.1097
0.0312,8,20,2,1,0.0344,0.0504,0.0549
0.0044,10,26,2,2,0.0277,0.1412,0.0783
0.0944,15,28,1,1,0.0441,0.0045,0.0049
0.0251,5,21,1,1,0.0384,0.0108,0.0294
0.0202,8,15,2,1,0.0284,0.0264,0.0391
0.0018,7,25,3,1,0.0267,0.0085,0.0196
0,10,17,1,1,0.0259,0.0472,0.0605
0,9,25,2,2,0.0156,0.0921,0.0236
0.0433,17,28,1,1,0.0333,0.0705,0.0895
0.0143,8,24,1,1,0.0426,0.012,0.0183
0.0254,10,21,1,1,0.1353,0.0618,0.0634
0.0461,9,24,2,1,0.0471,0.0302,0
0.0086,11,26,2,2,0.1049,0.0829,0.0486
0.0209,5,21,1,1,0.024,0.0228,0.0198
0,4,13,1,1,0.0284,0,0
0.4946,9,22,1,1,0.0503,0.0146,0.0182
0,6,14,2,2,0.0273,0.0279,0
0.0698,8,21,1,1,0.0164,0.0961,0.0987
0.0254,13,20,3,1,0.0315,0.0239,0.0255
0.0348,7,21,1,1,0.0403,0.0175,0.0221
0.0644,7,22,1,1,0.0426,0.0277,0.0441
0,6,15,3,1,0.0809,0.0114,0.0198
0,8,21,3,1,0.0953,0.007,0.0124
0.0077,12,22,2,1,0.0238,0.0329,0.042
0.0263,9,23,2,1,0.0426,0.0133,0.0271
0,8,28,1,1,0.0421,9.00E-04,9.00E-04
0.0482,6,14,1,1,0.0273,0.0142,0.013
0.1391,9,25,2,1,0.0366,0.0336,0.1094
0.0446,8,23,2,1,0.0426,0.0206,0.0321
0,14,16,3,2,0.0107,0.0133,0.0161
0.027,8,24,1,1,0.0426,0.0167,0.0306
0.0824,12,19,2,1,0.0549,0.0244,0.0476
0,8,26,3,1,0.0038,0.0084,0.0095
0.0763,9,19,1,1,0.0493,0.0123,0.0335
0.15,16,29,2,1,0.038,0.0216,0.0306
0.0238,14,23,1,1,0.0284,0.0027,0
0.037,4,13,2,2,0.0284,0.0303,0.0238
0.0227,12,26,1,1,0.0264,0.0505,0.0591
0.0647,10,25,1,1,0.047,0.0356,0.0363
0.1875,9,19,1,1,0.0209,0.0132,0.0289
0.2847,6,21,1,1,0.0914,0,0
0.0467,8,19,1,1,0.0377,0.053,0.0532
0.443,6,22,1,1,0.1722,0.0317,0.0303
0,8,25,2,1,0.0426,0.0174,0.017
0.029,8,19,2,1,0.0295,0.043,0.0489
0.2414,7,21,1,1,0.0915,0.0154,0.0206
0.044,8,16,1,1,0.0273,0.0331,0.0432
0.0099,6,21,2,1,0.0202,0.0083,0.0429
0.0233,6,16,2,1,0.0284,0.0087,0.0128
0.0097,8,21,1,1,0.0426,0,0
0.0098,5,26,1,1,0.0589,0.0066,0.0085
0.0033,13,27,2,1,0.0494,0.0019,0.0026
0.0036,6,21,1,1,0.024,0.0117,0.0139
0,10,29,3,3,0.0335,0.0202,0
0,4,17,3,1,0.0056,0.0076,0.0159
0.0393,6,14,1,1,0.0273,0.0065,0.0108
0.019,4,13,2,1,0.0284,0.0286,0.0372
0.0246,7,25,2,1,0.0344,0.0538,0.0417
0.016,9,19,3,2,0.0107,0.0044,0.0037
0.0104,10,20,2,1,0.0156,0.0251,0.0337
0.0136,12,23,1,1,0.0263,0.0133,0.0226
0.0118,8,21,1,1,0.0426,0.0427,0.0448
0.005,8,24,2,2,0.0426,0.0237,0.0182
0,10,25,3,3,0.0117,0.0012,0.0017
0,9,15,3,2,0.0426,0.0107,0.0109
0.0726,7,21,2,2,0.0585,0.1719,0.1242
0.037,5,14,1,1,0.0284,0.0129,0.0165
0,13,26,2,1,0.0079,3.00E-04,3.00E-04
0.013,5,21,1,1,0.0384,0.0104,0.0133
0,5,20,2,1,0.0262,0.0079,0.0085
0.032,5,21,1,1,0.0384,0,0
0.0222,8,20,1,1,0.0375,0.0565,0.0976
0.0167,4,13,3,3,0.0284,0.0251,0.0274
0.0897,10,23,2,1,0.0454,0.0265,0.0498
0.0635,5,24,1,1,0.0411,0.0234,0.0578
0.009,4,13,2,1,0.0284,0.0136,0.013
0,5,14,2,2,0.0284,0.0451,0.037
0.0523,8,20,1,1,0.0368,0.0518,0.0613
0.0294,5,21,2,2,0.0419,0.0417,0.0201
0,14,26,1,1,0.0131,0.0262,0.0312
0,11,29,1,1,0.0211,0,0
0,4,18,3,2,0.0198,0.0158,0.014
0.0085,8,19,1,1,0.0332,0.0027,0.0042
0.106,11,11,1,1,0.0176,0.0183,0.0239
0.0273,6,24,1,1,0.0298,0.0028,0.0026
0,5,14,2,1,0.0284,0.0169,0.0326
0.016,8,25,1,1,0.0426,0.0074,0
0,6,19,1,1,0.0146,0.0089,0.0105
0,9,20,2,2,0.0331,0.0148,0.0058
0.0177,9,21,2,1,0.0456,0.0657,0.1077
0,9,23,2,2,0.0337,3.00E-04,0
0.0297,1,21,1,1,0.0458,0.0159,0.03
0.068,3,19,2,1,0.016,0.0439,0.0737
0.0048,3,25,1,1,0.016,0.0147,0.0169
0.0325,8,23,1,1,0.0356,0.021,0.0348
0.1193,14,27,2,1,0.0441,0.0412,0.1006
0.5077,6,22,1,1,0.172,0,0
0.0079,12,22,3,1,0.0144,0.0631,0.0772
0,9,25,2,1,0.0049,0.0054,0.0025
0.0033,6,14,1,1,0.0273,0,0
0.0247,9,22,1,1,0.0426,0.0651,0.0556
0.0602,6,14,1,1,0.0273,0.0308,0.0326
0.0319,10,20,2,1,0.0156,0.022,0.0469
0.0097,10,18,3,1,0.0545,0.025,0.032
0.0288,10,27,2,1,0.1876,0.0199,0.0129
0,5,22,2,2,0.0915,0.0011,0
0.0973,8,16,2,1,0.0284,0.0531,0.0855
0.1111,4,13,2,1,0.0284,0.049,0.0799
0.0119,3,25,1,1,0.0161,0,0
0.0462,9,26,2,1,0.0504,0.0354,0.0569
0,8,19,2,2,0.0146,0,0
0.0149,8,18,2,2,0.0383,0.0481,0.0439
0,8,24,1,1,0.0057,0.0114,0.0121
0.0387,8,25,2,1,0.0426,0.0189,0.0337
0.02,7,15,1,1,0.0273,0.0207,0.022
0,9,31,3,2,0.0423,0.0108,0.0099
0.1008,6,20,2,1,0.0426,0.0836,0.1588
0.0207,10,25,3,3,0.0284,0.0271,0
0.009,15,29,1,1,0.0284,0.0061,0
0.0035,8,26,1,1,0.0158,0.0087,0.0119
0.1238,12,20,1,1,0.0582,0.0164,0.007
0.108,9,25,1,1,0.0504,0.0394,0.0394
0.0355,7,21,2,1,0.0199,0.0304,0.0087
0.0791,17,30,1,1,0.0335,0.0087,0.0314
0.0976,9,24,2,1,0.0353,0.0512,0.0638
